Date,Time,TOTAL PEOPLE IN
2016-09-13,7:38:00,49
2016-09-13,7:38:00,50
2016-09-13,7:38:00,51
2016-09-13,7:38:00,51
2016-09-13,7:39:00,51
2016-09-13,7:39:00,51
2016-09-13,7:40:00,52
2016-09-13,7:40:00,52
2016-09-13,7:40:00,53
2016-09-13,7:40:00,53
2016-09-13,7:41:00,53
2016-09-13,7:41:00,53
2016-09-13,7:41:00,54
2016-09-13,7:41:00,54
2016-09-13,7:42:00,55
2016-09-13,7:42:00,55
2016-09-13,7:42:00,55
2016-09-13,7:43:00,56
2016-09-13,7:43:00,56
2016-09-13,7:44:00,56
2016-09-13,7:44:00,56
2016-09-13,7:45:00,56
2016-09-13,7:45:00,56
2016-09-13,7:45:00,56
2016-09-13,7:45:00,56
2016-09-13,7:45:00,57
2016-09-13,7:45:00,57
2016-09-13,7:45:00,58
2016-09-13,7:45:00,58
2016-09-13,7:45:00,59
2016-09-13,7:45:00,60
2016-09-13,7:46:00,61
2016-09-13,7:46:00,62
2016-09-13,7:47:00,63
2016-09-13,7:47:00,64
2016-09-13,7:48:00,64
2016-09-13,7:48:00,64
2016-09-13,7:48:00,65
2016-09-13,7:48:00,65
2016-09-13,7:48:00,65
2016-09-13,7:48:00,66
2016-09-13,7:48:00,66
2016-09-13,7:48:00,67
2016-09-13,7:49:00,67
2016-09-13,7:49:00,67
2016-09-13,7:50:00,67
2016-09-13,7:51:00,67
2016-09-13,7:51:00,68
2016-09-13,7:52:00,68
2016-09-13,7:52:00,69
2016-09-13,7:52:00,69
2016-09-13,7:52:00,69
2016-09-13,7:52:00,70
2016-09-13,7:52:00,70
2016-09-13,7:53:00,70
2016-09-13,7:53:00,70
2016-09-13,7:54:00,70
2016-09-13,7:54:00,71
2016-09-13,7:54:00,71
2016-09-13,7:54:00,72
2016-09-13,7:55:00,72
2016-09-13,7:56:00,72
2016-09-13,7:56:00,72
2016-09-13,7:56:00,73
2016-09-13,7:56:00,73
2016-09-13,7:56:00,74
2016-09-13,7:56:00,74
2016-09-13,7:56:00,74
2016-09-13,7:56:00,74
2016-09-13,7:56:00,75
2016-09-13,7:56:00,76
2016-09-13,7:56:00,76
2016-09-13,7:56:00,76
2016-09-13,7:57:00,76
2016-09-13,7:57:00,77
2016-09-13,7:57:00,77
2016-09-13,7:57:00,78
2016-09-13,7:57:00,78
2016-09-13,7:57:00,78
2016-09-13,7:57:00,78
2016-09-13,7:57:00,79
2016-09-13,7:58:00,79
2016-09-13,7:57:00,79
2016-09-13,7:58:00,80
2016-09-13,7:58:00,80
2016-09-13,7:58:00,80
2016-09-13,7:58:00,81
2016-09-13,7:58:00,81
2016-09-13,7:59:00,81
2016-09-13,7:59:00,82
2016-09-13,8:00:00,82
2016-09-13,8:00:00,82
2016-09-13,8:00:00,82
2016-09-13,8:00:00,82
2016-09-13,8:01:00,83
2016-09-13,8:01:00,83
2016-09-13,8:01:00,83
2016-09-13,8:01:00,83
2016-09-13,8:02:00,84
2016-09-13,8:02:00,84
2016-09-13,8:02:00,84
2016-09-13,8:02:00,84
2016-09-13,8:03:00,84
2016-09-13,8:03:00,84
2016-09-13,8:03:00,84
2016-09-13,8:03:00,85
2016-09-13,8:04:00,85
2016-09-13,8:04:00,85
2016-09-13,8:05:00,85
2016-09-13,8:05:00,85
2016-09-13,8:05:00,86
2016-09-13,8:06:00,86
2016-09-13,8:06:00,86
2016-09-13,8:06:00,87
2016-09-13,8:06:00,87
2016-09-13,8:07:00,87
2016-09-13,8:07:00,87
2016-09-13,8:07:00,88
2016-09-13,8:07:00,88
2016-09-13,8:07:00,89
2016-09-13,8:08:00,89
2016-09-13,8:08:00,89
2016-09-13,8:08:00,89
2016-09-13,8:08:00,89
2016-09-13,8:08:00,88
2016-09-13,8:09:00,89
2016-09-13,8:09:00,89
2016-09-13,8:09:00,89
2016-09-13,8:10:00,89
2016-09-13,8:10:00,89
2016-09-13,8:10:00,90
2016-09-13,8:10:00,91
2016-09-13,8:10:00,91
2016-09-13,8:11:00,91
2016-09-13,8:11:00,92
2016-09-13,8:11:00,92
2016-09-13,8:11:00,92
2016-09-13,8:12:00,92
2016-09-13,8:12:00,93
2016-09-13,8:12:00,93
2016-09-13,8:14:00,93
2016-09-13,8:14:00,93
2016-09-13,8:14:00,93
2016-09-13,8:14:00,94
2016-09-13,8:15:00,94
2016-09-13,8:15:00,94
2016-09-13,8:15:00,93
2016-09-13,8:16:00,93
2016-09-13,8:16:00,93
2016-09-13,8:16:00,94
2016-09-13,8:16:00,94
2016-09-13,8:16:00,94
2016-09-13,8:16:00,94
2016-09-13,8:16:00,94
2016-09-13,8:16:00,94
2016-09-13,8:16:00,95
2016-09-13,8:16:00,96
2016-09-13,8:17:00,96
2016-09-13,8:17:00,96
2016-09-13,8:17:00,96
2016-09-13,8:17:00,96
2016-09-13,8:17:00,96
2016-09-13,8:18:00,96
2016-09-13,8:18:00,97
2016-09-13,8:18:00,97
2016-09-13,8:18:00,97
2016-09-13,8:18:00,97
2016-09-13,8:18:00,98
2016-09-13,8:18:00,99
2016-09-13,8:18:00,99
2016-09-13,8:18:00,99
2016-09-13,8:18:00,100
2016-09-13,8:18:00,101
2016-09-13,8:18:00,102
2016-09-13,8:19:00,102
2016-09-13,8:19:00,102
2016-09-13,8:19:00,102
2016-09-13,8:19:00,102
2016-09-13,8:19:00,102
2016-09-13,8:20:00,102
2016-09-13,8:20:00,103
2016-09-13,8:20:00,103
2016-09-13,8:20:00,103
2016-09-13,8:20:00,104
2016-09-13,8:21:00,104
2016-09-13,8:21:00,104
2016-09-13,8:22:00,104
2016-09-13,8:22:00,104
2016-09-13,8:22:00,105
2016-09-13,8:23:00,105
2016-09-13,8:23:00,105
2016-09-13,8:23:00,105
2016-09-13,8:24:00,105
2016-09-13,8:24:00,105
2016-09-13,8:24:00,105
2016-09-13,8:24:00,105
2016-09-13,8:24:00,106
2016-09-13,8:24:00,107
2016-09-13,8:24:00,107
2016-09-13,8:25:00,107
2016-09-13,8:25:00,107
2016-09-13,8:25:00,108
2016-09-13,8:25:00,108
2016-09-13,8:25:00,108
2016-09-13,8:26:00,108
2016-09-13,8:26:00,108
2016-09-13,8:26:00,108
2016-09-13,8:26:00,108
2016-09-13,8:26:00,108
2016-09-13,8:26:00,108
2016-09-13,8:27:00,108
2016-09-13,8:27:00,108
2016-09-13,8:27:00,108
2016-09-13,8:27:00,108
2016-09-13,8:28:00,108
2016-09-13,8:28:00,108
2016-09-13,8:28:00,108
2016-09-13,8:28:00,108
2016-09-13,8:28:00,109
2016-09-13,8:29:00,109
2016-09-13,8:29:00,109
2016-09-13,8:29:00,109
2016-09-13,8:30:00,109
2016-09-13,8:30:00,110
2016-09-13,8:30:00,110
2016-09-13,8:30:00,110
2016-09-13,8:30:00,111
2016-09-13,8:31:00,111
2016-09-13,8:31:00,112
2016-09-13,8:31:00,112
2016-09-13,8:31:00,113
2016-09-13,8:31:00,113
2016-09-13,8:31:00,113
2016-09-13,8:32:00,113
2016-09-13,8:32:00,113
2016-09-13,8:32:00,114
2016-09-13,8:32:00,114
2016-09-13,8:33:00,114
2016-09-13,8:33:00,114
2016-09-13,8:33:00,115
2016-09-13,8:33:00,116
2016-09-13,8:34:00,117
2016-09-13,8:34:00,117
2016-09-13,8:34:00,117
2016-09-13,8:34:00,117
2016-09-13,8:35:00,117
2016-09-13,8:35:00,117
2016-09-13,8:35:00,117
2016-09-13,8:35:00,117
2016-09-13,8:36:00,117
2016-09-13,8:36:00,117
2016-09-13,8:37:00,117
2016-09-13,8:37:00,117
2016-09-13,8:37:00,117
2016-09-13,8:37:00,117
2016-09-13,8:37:00,118
2016-09-13,8:37:00,119
2016-09-13,8:37:00,119
2016-09-13,8:37:00,119
2016-09-13,8:37:00,120
2016-09-13,8:37:00,121
2016-09-13,8:37:00,121
2016-09-13,8:38:00,121
2016-09-13,8:38:00,122
2016-09-13,8:38:00,122
2016-09-13,8:38:00,123
2016-09-13,8:38:00,123
2016-09-13,8:39:00,123
2016-09-13,8:39:00,124
2016-09-13,8:40:00,124
2016-09-13,8:40:00,124
2016-09-13,8:40:00,124
2016-09-13,8:41:00,124
2016-09-13,8:41:00,125
2016-09-13,8:41:00,125
2016-09-13,8:42:00,125
2016-09-13,8:42:00,125
2016-09-13,8:42:00,125
2016-09-13,8:42:00,126
2016-09-13,8:42:00,126
2016-09-13,8:43:00,126
2016-09-13,8:43:00,126
2016-09-13,8:43:00,127
2016-09-13,8:43:00,127
2016-09-13,8:43:00,128
2016-09-13,8:43:00,128
2016-09-13,8:43:00,129
2016-09-13,8:45:00,129
2016-09-13,8:45:00,130
2016-09-13,8:46:00,130
2016-09-13,8:46:00,130
2016-09-13,8:46:00,130
2016-09-13,8:48:00,130
2016-09-13,8:48:00,130
2016-09-13,8:48:00,130
2016-09-13,8:48:00,131
2016-09-13,8:49:00,132
2016-09-13,8:49:00,132
2016-09-13,8:49:00,132
2016-09-13,8:50:00,132
2016-09-13,8:50:00,132
2016-09-13,8:50:00,132
2016-09-13,8:50:00,132
2016-09-13,8:51:00,132
2016-09-13,8:51:00,132
2016-09-13,8:51:00,132
2016-09-13,8:51:00,133
2016-09-13,8:51:00,133
2016-09-13,8:51:00,134
2016-09-13,8:51:00,134
2016-09-13,8:51:00,135
2016-09-13,8:51:00,135
2016-09-13,8:51:00,135
2016-09-13,8:51:00,136
2016-09-13,8:51:00,136
2016-09-13,8:51:00,137
2016-09-13,8:52:00,137
2016-09-13,8:52:00,137
2016-09-13,8:52:00,137
2016-09-13,8:53:00,137
2016-09-13,8:53:00,137
2016-09-13,8:53:00,137
2016-09-13,8:53:00,137
2016-09-13,8:53:00,137
2016-09-13,8:53:00,137
2016-09-13,8:53:00,138
2016-09-13,8:54:00,138
2016-09-13,8:54:00,138
2016-09-13,8:54:00,138
2016-09-13,8:55:00,138
2016-09-13,8:55:00,138
2016-09-13,8:56:00,139
2016-09-13,8:56:00,139
2016-09-13,8:56:00,139
2016-09-13,8:56:00,140
2016-09-13,8:57:00,140
2016-09-13,8:57:00,141
2016-09-13,8:57:00,141
2016-09-13,8:57:00,141
2016-09-13,8:57:00,141
2016-09-13,8:57:00,142
2016-09-13,8:58:00,142
2016-09-13,8:58:00,142
2016-09-13,8:58:00,142
2016-09-13,8:58:00,142
2016-09-13,8:58:00,142
2016-09-13,8:58:00,142
2016-09-13,8:59:00,143
2016-09-13,8:59:00,143
2016-09-13,8:59:00,143
2016-09-13,9:00:00,143
2016-09-13,9:00:00,143
2016-09-13,9:00:00,143
2016-09-13,9:00:00,143
2016-09-13,9:00:00,143
2016-09-13,9:00:00,144
2016-09-13,9:00:00,144
2016-09-13,9:00:00,144
2016-09-13,9:01:00,144
2016-09-13,9:01:00,144
2016-09-13,9:01:00,144
2016-09-13,9:01:00,144
2016-09-13,9:01:00,145
2016-09-13,9:01:00,145
2016-09-13,9:02:00,145
2016-09-13,9:03:00,145
2016-09-13,9:03:00,146
2016-09-13,9:03:00,146
2016-09-13,9:04:00,147
2016-09-13,9:04:00,148
2016-09-13,9:04:00,148
2016-09-13,9:04:00,148
2016-09-13,9:04:00,149
2016-09-13,9:05:00,149
2016-09-13,9:05:00,150
2016-09-13,9:05:00,150
2016-09-13,9:05:00,150
2016-09-13,9:05:00,150
2016-09-13,9:06:00,150
2016-09-13,9:06:00,150
2016-09-13,9:06:00,150
2016-09-13,9:06:00,150
2016-09-13,9:06:00,150
2016-09-13,9:07:00,150
2016-09-13,9:07:00,150
2016-09-13,9:07:00,151
2016-09-13,9:07:00,152
2016-09-13,9:08:00,152
2016-09-13,9:08:00,152
2016-09-13,9:08:00,152
2016-09-13,9:08:00,152
2016-09-13,9:09:00,151
2016-09-13,9:09:00,152
2016-09-13,9:09:00,153
2016-09-13,9:09:00,153
2016-09-13,9:09:00,153
2016-09-13,9:10:00,153
2016-09-13,9:10:00,153
2016-09-13,9:11:00,153
2016-09-13,9:11:00,153
2016-09-13,9:11:00,153
2016-09-13,9:11:00,154
2016-09-13,9:11:00,154
2016-09-13,9:12:00,155
2016-09-13,9:12:00,155
2016-09-13,9:12:00,156
2016-09-13,9:12:00,156
2016-09-13,9:13:00,155
2016-09-13,9:13:00,155
2016-09-13,9:13:00,156
2016-09-13,9:14:00,156
2016-09-13,9:14:00,156
2016-09-13,9:14:00,156
2016-09-13,9:14:00,156
2016-09-13,9:15:00,156
2016-09-13,9:15:00,157
2016-09-13,9:15:00,157
2016-09-13,9:15:00,157
2016-09-13,9:15:00,157
2016-09-13,9:15:00,158
2016-09-13,9:15:00,159
2016-09-13,9:16:00,159
2016-09-13,9:16:00,159
2016-09-13,9:16:00,160
2016-09-13,9:16:00,160
2016-09-13,9:16:00,160
2016-09-13,9:16:00,160
2016-09-13,9:16:00,161
2016-09-13,9:17:00,161
2016-09-13,9:18:00,161
2016-09-13,9:18:00,161
2016-09-13,9:19:00,161
2016-09-13,9:20:00,161
2016-09-13,9:20:00,161
2016-09-13,9:20:00,162
2016-09-13,9:21:00,162
2016-09-13,9:21:00,162
2016-09-13,9:21:00,163
2016-09-13,9:21:00,163
2016-09-13,9:21:00,164
2016-09-13,9:22:00,164
2016-09-13,9:22:00,164
2016-09-13,9:23:00,164
2016-09-13,9:24:00,164
2016-09-13,9:24:00,164
2016-09-13,9:27:00,164
2016-09-13,9:28:00,164
2016-09-13,9:30:00,164
2016-09-13,9:30:00,164
2016-09-13,9:30:00,164
2016-09-13,9:30:00,164
2016-09-13,9:31:00,164
2016-09-13,9:32:00,164
2016-09-13,9:32:00,164
2016-09-13,9:33:00,164
2016-09-13,9:34:00,164
2016-09-13,9:34:00,164
2016-09-13,9:35:00,164
2016-09-13,9:35:00,165
2016-09-13,9:36:00,165
2016-09-13,9:36:00,165
2016-09-13,9:38:00,165
2016-09-13,9:40:00,165
2016-09-13,9:40:00,165
2016-09-13,9:41:00,165
2016-09-13,9:42:00,165
2016-09-13,9:42:00,165
2016-09-13,9:43:00,165
2016-09-13,9:43:00,165
2016-09-13,9:43:00,166
2016-09-13,9:44:00,166
2016-09-13,9:44:00,167
2016-09-13,9:44:00,167
2016-09-13,9:45:00,167
2016-09-13,9:46:00,167
2016-09-13,9:48:00,167
2016-09-13,9:48:00,167
2016-09-13,9:48:00,168
2016-09-13,9:48:00,167
2016-09-13,9:49:00,167
2016-09-13,9:49:00,167
2016-09-13,9:50:00,167
2016-09-13,9:50:00,168
2016-09-13,9:51:00,168
2016-09-13,9:51:00,169
2016-09-13,9:52:00,169
2016-09-13,9:52:00,169
2016-09-13,9:52:00,169
2016-09-13,9:52:00,169
2016-09-13,9:53:00,169
2016-09-13,9:53:00,169
2016-09-13,9:53:00,169
2016-09-13,9:54:00,169
2016-09-13,9:54:00,169
2016-09-13,9:54:00,169
2016-09-13,9:54:00,169
2016-09-13,9:54:00,169
2016-09-13,9:55:00,169
2016-09-13,9:55:00,169
2016-09-13,9:55:00,169
2016-09-13,9:56:00,169
2016-09-13,9:57:00,169
2016-09-13,9:57:00,169
2016-09-13,9:57:00,169
2016-09-13,9:57:00,170
2016-09-13,9:58:00,170
2016-09-13,9:58:00,170
2016-09-13,9:58:00,170
2016-09-13,9:58:00,170
2016-09-13,9:59:00,171
2016-09-13,9:59:00,171
2016-09-13,10:00:00,171
2016-09-13,10:00:00,171
2016-09-13,10:01:00,171
2016-09-13,10:01:00,172
2016-09-13,10:01:00,173
2016-09-13,10:02:00,173
2016-09-13,10:02:00,173
2016-09-13,10:03:00,173
2016-09-13,10:04:00,173
2016-09-13,10:05:00,173
2016-09-13,10:05:00,173
2016-09-13,10:05:00,174
2016-09-13,10:06:00,174
2016-09-13,10:06:00,174
2016-09-13,10:06:00,174
2016-09-13,10:07:00,174
2016-09-13,10:08:00,174
2016-09-13,10:10:00,174
2016-09-13,10:11:00,174
2016-09-13,10:11:00,174
2016-09-13,10:12:00,174
2016-09-13,10:12:00,174
2016-09-13,10:13:00,174
2016-09-13,10:13:00,174
2016-09-13,10:14:00,174
2016-09-13,10:15:00,174
2016-09-13,10:17:00,174
2016-09-13,10:17:00,174
2016-09-13,10:18:00,174
2016-09-13,10:18:00,174
2016-09-13,10:19:00,174
2016-09-13,10:19:00,174
2016-09-13,10:19:00,174
2016-09-13,10:20:00,174
2016-09-13,10:21:00,174
2016-09-13,10:22:00,174
2016-09-13,10:22:00,174
2016-09-13,10:22:00,174
2016-09-13,10:23:00,174
2016-09-13,10:24:00,174
2016-09-13,10:25:00,174
2016-09-13,10:26:00,174
2016-09-13,10:26:00,174
2016-09-13,10:26:00,174
2016-09-13,10:26:00,174
2016-09-13,10:27:00,174
2016-09-13,10:27:00,174
2016-09-13,10:27:00,174
2016-09-13,10:27:00,174
2016-09-13,10:27:00,174
2016-09-13,10:27:00,174
2016-09-13,10:28:00,174
2016-09-13,10:28:00,174
2016-09-13,10:29:00,173
2016-09-13,10:29:00,173
2016-09-13,10:29:00,173
2016-09-13,10:30:00,172
2016-09-13,10:30:00,172
2016-09-13,10:31:00,172
2016-09-13,10:32:00,172
2016-09-13,10:32:00,172
2016-09-13,10:32:00,172
2016-09-13,10:32:00,172
2016-09-13,10:33:00,173
2016-09-13,10:33:00,173
2016-09-13,10:33:00,173
2016-09-13,10:34:00,173
2016-09-13,10:34:00,173
2016-09-13,10:34:00,172
2016-09-13,10:35:00,172
2016-09-13,10:36:00,172
2016-09-13,10:37:00,172
2016-09-13,10:37:00,173
2016-09-13,10:38:00,173
2016-09-13,10:40:00,173
2016-09-13,10:40:00,173
2016-09-13,10:41:00,173
2016-09-13,10:41:00,173
2016-09-13,10:42:00,173
2016-09-13,10:42:00,173
2016-09-13,10:42:00,173
2016-09-13,10:43:00,173
2016-09-13,10:43:00,174
2016-09-13,10:44:00,174
2016-09-13,10:45:00,174
2016-09-13,10:45:00,173
2016-09-13,10:45:00,172
2016-09-13,10:45:00,171
2016-09-13,10:46:00,171
2016-09-13,10:46:00,171
2016-09-13,10:46:00,172
2016-09-13,10:47:00,172
2016-09-13,10:47:00,173
2016-09-13,10:48:00,173
2016-09-13,10:48:00,174
2016-09-13,10:50:00,174
2016-09-13,10:50:00,174
2016-09-13,10:51:00,175
2016-09-13,10:51:00,175
2016-09-13,10:51:00,175
2016-09-13,10:51:00,174
2016-09-13,10:51:00,174
2016-09-13,10:51:00,174
2016-09-13,10:52:00,173
2016-09-13,10:52:00,173
2016-09-13,10:52:00,173
2016-09-13,10:52:00,173
2016-09-13,10:52:00,172
2016-09-13,10:52:00,171
2016-09-13,10:52:00,170
2016-09-13,10:53:00,170
2016-09-13,10:53:00,170
2016-09-13,10:53:00,170
2016-09-13,10:53:00,171
2016-09-13,10:53:00,171
2016-09-13,10:53:00,171
2016-09-13,10:54:00,171
2016-09-13,10:54:00,172
2016-09-13,10:54:00,172
2016-09-13,10:55:00,172
2016-09-13,10:55:00,171
2016-09-13,10:55:00,171
2016-09-13,10:56:00,171
2016-09-13,10:57:00,171
2016-09-13,10:57:00,171
2016-09-13,10:57:00,171
2016-09-13,10:57:00,171
2016-09-13,10:58:00,171
2016-09-13,10:58:00,171
2016-09-13,10:58:00,171
2016-09-13,10:58:00,171
2016-09-13,11:00:00,170
2016-09-13,11:00:00,170
2016-09-13,11:00:00,170
2016-09-13,11:00:00,171
2016-09-13,11:00:00,172
2016-09-13,11:01:00,172
2016-09-13,11:01:00,172
2016-09-13,11:01:00,172
2016-09-13,11:01:00,172
2016-09-13,11:01:00,172
2016-09-13,11:01:00,173
2016-09-13,11:02:00,174
2016-09-13,11:02:00,174
2016-09-13,11:02:00,173
2016-09-13,11:02:00,173
2016-09-13,11:02:00,174
2016-09-13,11:02:00,173
2016-09-13,11:02:00,173
2016-09-13,11:02:00,173
2016-09-13,11:02:00,173
2016-09-13,11:03:00,173
2016-09-13,11:03:00,172
2016-09-13,11:03:00,172
2016-09-13,11:03:00,172
2016-09-13,11:05:00,172
2016-09-13,11:05:00,173
2016-09-13,11:06:00,173
2016-09-13,11:06:00,172
2016-09-13,11:06:00,172
2016-09-13,11:07:00,172
2016-09-13,11:08:00,171
2016-09-13,11:08:00,172
2016-09-13,11:08:00,172
2016-09-13,11:08:00,171
2016-09-13,11:08:00,171
2016-09-13,11:09:00,171
2016-09-13,11:09:00,171
2016-09-13,11:10:00,171
2016-09-13,11:10:00,171
2016-09-13,11:11:00,171
2016-09-13,11:11:00,170
2016-09-13,11:11:00,169
2016-09-13,11:12:00,168
2016-09-13,11:12:00,168
2016-09-13,11:12:00,169
2016-09-13,11:12:00,170
2016-09-13,11:12:00,170
2016-09-13,11:13:00,170
2016-09-13,11:13:00,171
2016-09-13,11:13:00,171
2016-09-13,11:13:00,171
2016-09-13,11:13:00,172
2016-09-13,11:13:00,173
2016-09-13,11:13:00,174
2016-09-13,11:13:00,175
2016-09-13,11:14:00,175
2016-09-13,11:15:00,175
2016-09-13,11:15:00,176
2016-09-13,11:15:00,176
2016-09-13,11:15:00,176
2016-09-13,11:16:00,176
2016-09-13,11:16:00,177
2016-09-13,11:16:00,177
2016-09-13,11:17:00,177
2016-09-13,11:17:00,176
2016-09-13,11:17:00,176
2016-09-13,11:17:00,176
2016-09-13,11:17:00,176
2016-09-13,11:18:00,176
2016-09-13,11:18:00,176
2016-09-13,11:18:00,176
2016-09-13,11:18:00,176
2016-09-13,11:18:00,176
2016-09-13,11:18:00,176
2016-09-13,11:19:00,176
2016-09-13,11:19:00,176
2016-09-13,11:19:00,176
2016-09-13,11:19:00,176
2016-09-13,11:19:00,176
2016-09-13,11:19:00,176
2016-09-13,11:19:00,176
2016-09-13,11:20:00,176
2016-09-13,11:20:00,176
2016-09-13,11:20:00,177
2016-09-13,11:20:00,177
2016-09-13,11:20:00,177
2016-09-13,11:20:00,176
2016-09-13,11:20:00,176
2016-09-13,11:21:00,176
2016-09-13,11:20:00,176
2016-09-13,11:21:00,176
2016-09-13,11:21:00,177
2016-09-13,11:21:00,177
2016-09-13,11:21:00,178
2016-09-13,11:21:00,178
2016-09-13,11:21:00,178
2016-09-13,11:21:00,179
2016-09-13,11:22:00,179
2016-09-13,11:22:00,179
2016-09-13,11:22:00,179
2016-09-13,11:22:00,179
2016-09-13,11:22:00,179
2016-09-13,11:24:00,179
2016-09-13,11:24:00,179
2016-09-13,11:25:00,179
2016-09-13,11:25:00,179
2016-09-13,11:25:00,179
2016-09-13,11:25:00,180
2016-09-13,11:25:00,180
2016-09-13,11:26:00,180
2016-09-13,11:26:00,180
2016-09-13,11:27:00,180
2016-09-13,11:27:00,181
2016-09-13,11:27:00,181
2016-09-13,11:27:00,182
2016-09-13,11:28:00,182
2016-09-13,11:28:00,182
2016-09-13,11:30:00,182
2016-09-13,11:30:00,181
2016-09-13,11:31:00,181
2016-09-13,11:31:00,181
2016-09-13,11:31:00,181
2016-09-13,11:31:00,182
2016-09-13,11:31:00,183
2016-09-13,11:31:00,183
2016-09-13,11:31:00,183
2016-09-13,11:32:00,183
2016-09-13,11:32:00,184
2016-09-13,11:33:00,184
2016-09-13,11:33:00,185
2016-09-13,11:33:00,185
2016-09-13,11:33:00,186
2016-09-13,11:33:00,186
2016-09-13,11:33:00,187
2016-09-13,11:33:00,187
2016-09-13,11:33:00,187
2016-09-13,11:33:00,188
2016-09-13,11:33:00,188
2016-09-13,11:33:00,188
2016-09-13,11:34:00,188
2016-09-13,11:34:00,187
2016-09-13,11:34:00,187
2016-09-13,11:35:00,187
2016-09-13,11:35:00,186
2016-09-13,11:35:00,185
2016-09-13,11:35:00,185
2016-09-13,11:36:00,185
2016-09-13,11:36:00,185
2016-09-13,11:36:00,186
2016-09-13,11:37:00,186
2016-09-13,11:37:00,186
2016-09-13,11:37:00,187
2016-09-13,11:37:00,186
2016-09-13,11:37:00,186
2016-09-13,11:37:00,186
2016-09-13,11:37:00,187
2016-09-13,11:37:00,187
2016-09-13,11:37:00,187
2016-09-13,11:37:00,188
2016-09-13,11:38:00,188
2016-09-13,11:38:00,188
2016-09-13,11:38:00,188
2016-09-13,11:38:00,188
2016-09-13,11:39:00,188
2016-09-13,11:39:00,188
2016-09-13,11:39:00,188
2016-09-13,11:39:00,188
2016-09-13,11:40:00,188
2016-09-13,11:40:00,188
2016-09-13,11:40:00,188
2016-09-13,11:40:00,188
2016-09-13,11:41:00,187
2016-09-13,11:41:00,187
2016-09-13,11:41:00,187
2016-09-13,11:41:00,187
2016-09-13,11:41:00,187
2016-09-13,11:41:00,187
2016-09-13,11:41:00,187
2016-09-13,11:42:00,187
2016-09-13,11:42:00,187
2016-09-13,11:42:00,187
2016-09-13,11:42:00,187
2016-09-13,11:43:00,187
2016-09-13,11:43:00,187
2016-09-13,11:44:00,187
2016-09-13,11:44:00,187
2016-09-13,11:44:00,187
2016-09-13,11:45:00,187
2016-09-13,11:45:00,187
2016-09-13,11:45:00,187
2016-09-13,11:45:00,188
2016-09-13,11:45:00,189
2016-09-13,11:45:00,189
2016-09-13,11:46:00,189
2016-09-13,11:46:00,190
2016-09-13,11:46:00,191
2016-09-13,11:46:00,191
2016-09-13,11:46:00,192
2016-09-13,11:46:00,193
2016-09-13,11:46:00,194
2016-09-13,11:47:00,194
2016-09-13,11:47:00,194
2016-09-13,11:47:00,194
2016-09-13,11:47:00,194
2016-09-13,11:47:00,194
2016-09-13,11:48:00,195
2016-09-13,11:48:00,195
2016-09-13,11:48:00,195
2016-09-13,11:48:00,196
2016-09-13,11:49:00,196
2016-09-13,11:49:00,196
2016-09-13,11:50:00,196
2016-09-13,11:50:00,197
2016-09-13,11:50:00,197
2016-09-13,11:50:00,197
2016-09-13,11:50:00,197
2016-09-13,11:50:00,197
2016-09-13,11:51:00,197
2016-09-13,11:51:00,197
2016-09-13,11:52:00,197
2016-09-13,11:52:00,197
2016-09-13,11:52:00,197
2016-09-13,11:52:00,197
2016-09-13,11:53:00,197
2016-09-13,11:53:00,197
2016-09-13,11:53:00,197
2016-09-13,11:53:00,197
2016-09-13,11:53:00,197
2016-09-13,11:54:00,197
2016-09-13,11:54:00,197
2016-09-13,11:54:00,197
2016-09-13,11:55:00,197
2016-09-13,11:55:00,197
2016-09-13,11:55:00,197
2016-09-13,11:55:00,197
2016-09-13,11:55:00,198
2016-09-13,11:55:00,198
2016-09-13,11:55:00,198
2016-09-13,11:55:00,198
2016-09-13,11:55:00,198
2016-09-13,11:55:00,198
2016-09-13,11:55:00,199
2016-09-13,11:56:00,200
2016-09-13,11:56:00,200
2016-09-13,11:56:00,200
2016-09-13,11:57:00,200
2016-09-13,11:57:00,200
2016-09-13,11:57:00,200
2016-09-13,11:58:00,200
2016-09-13,11:58:00,200
2016-09-13,11:58:00,200
2016-09-13,11:58:00,200
2016-09-13,11:58:00,200
2016-09-13,11:59:00,200
2016-09-13,11:59:00,200
2016-09-13,11:59:00,200
2016-09-13,12:00:00,199
2016-09-13,12:00:00,198
2016-09-13,12:00:00,198
2016-09-13,12:00:00,198
2016-09-13,12:00:00,197
2016-09-13,12:01:00,197
2016-09-13,12:01:00,197
2016-09-13,12:01:00,197
2016-09-13,12:01:00,197
2016-09-13,12:02:00,197
2016-09-13,12:02:00,198
2016-09-13,12:02:00,198
2016-09-13,12:02:00,198
2016-09-13,12:02:00,198
2016-09-13,12:02:00,198
2016-09-13,12:02:00,199
2016-09-13,12:03:00,199
2016-09-13,12:03:00,199
2016-09-13,12:03:00,199
2016-09-13,12:04:00,199
2016-09-13,12:04:00,199
2016-09-13,12:04:00,200
2016-09-13,12:04:00,200
2016-09-13,12:05:00,200
2016-09-13,12:05:00,200
2016-09-13,12:05:00,200
2016-09-13,12:05:00,201
2016-09-13,12:06:00,201
2016-09-13,12:06:00,202
2016-09-13,12:06:00,203
2016-09-13,12:07:00,203
2016-09-13,12:07:00,203
2016-09-13,12:08:00,204
2016-09-13,12:08:00,203
