Sensor_ID,Date,Time,CO2_concentration
335,2016-09-15,15:30:00.000,816.610035
335,2016-09-15,15:45:00.000,764.818136
335,2016-09-15,16:00:00.000,713.026236
335,2016-09-15,16:15:00.000,531.754587
335,2016-09-15,16:30:00.000,454.066737
335,2016-09-15,16:45:00.000,438.529168
335,2016-09-15,17:00:00.000,428.170788
335,2016-09-15,17:15:00.000,417.812408
335,2016-09-15,17:30:00.000,412.633218
335,2016-09-15,17:45:00.000,407.454028
335,2016-09-15,18:00:00.000,407.454028
335,2016-09-15,18:15:00.000,407.454028
335,2016-09-15,18:30:00.000,407.454028
335,2016-09-15,18:45:00.000,407.454028
335,2016-09-15,19:00:00.000,407.454028
335,2016-09-15,19:15:00.000,417.812408
335,2016-09-15,19:30:00.000,428.170788
335,2016-09-15,19:45:00.000,433.349978
335,2016-09-15,20:00:00.000,433.349978
335,2016-09-15,20:15:00.000,428.170788
335,2016-09-15,20:30:00.000,422.991598
335,2016-09-15,20:45:00.000,417.812408
335,2016-09-15,21:00:00.000,412.633218
335,2016-09-15,21:15:00.000,412.633218
335,2016-09-15,21:30:00.000,407.454028
335,2016-09-15,21:45:00.000,407.454028
335,2016-09-15,22:00:00.000,407.454028
335,2016-09-15,22:15:00.000,407.454028
335,2016-09-15,22:30:00.000,407.454028
335,2016-09-15,22:45:00.000,407.454028
335,2016-09-15,23:00:00.000,402.274838
335,2016-09-15,23:15:00.000,402.274838
335,2016-09-15,23:30:00.000,412.633218
335,2016-09-15,23:45:00.000,407.454028
335,2016-09-16,00:00:00.000,407.454028
335,2016-09-16,00:15:00.000,402.274838
335,2016-09-16,00:30:00.000,406.130802
335,2016-09-16,00:45:00.000,411.26808
335,2016-09-16,01:00:00.000,406.130802
335,2016-09-16,01:15:00.000,406.130802
335,2016-09-16,01:30:00.000,406.130802
335,2016-09-16,01:45:00.000,406.130802
335,2016-09-16,02:00:00.000,406.130802
335,2016-09-16,02:15:00.000,406.130802
335,2016-09-16,02:30:00.000,406.130802
335,2016-09-16,02:45:00.000,411.26808
335,2016-09-16,03:00:00.000,406.130802
335,2016-09-16,03:15:00.000,406.130802
335,2016-09-16,03:30:00.000,406.130802
335,2016-09-16,03:45:00.000,411.26808
335,2016-09-16,04:00:00.000,406.130802
335,2016-09-16,04:15:00.000,406.130802
335,2016-09-16,04:30:00.000,406.130802
335,2016-09-16,04:45:00.000,406.130802
335,2016-09-16,05:00:00.000,406.130802
335,2016-09-16,05:15:00.000,411.26808
335,2016-09-16,05:30:00.000,411.26808
335,2016-09-16,05:45:00.000,406.130802
335,2016-09-16,06:00:00.000,411.26808
335,2016-09-16,06:15:00.000,411.26808
335,2016-09-16,06:30:00.000,426.679911
335,2016-09-16,06:45:00.000,426.679911
335,2016-09-16,07:00:00.000,426.679911
335,2016-09-16,07:15:00.000,416.405357
335,2016-09-16,07:30:00.000,411.26808
335,2016-09-16,07:45:00.000,421.542634
335,2016-09-16,08:00:00.000,442.091743
335,2016-09-16,08:15:00.000,457.503575
335,2016-09-16,08:30:00.000,472.915407
335,2016-09-16,08:45:00.000,467.77813
335,2016-09-16,09:00:00.000,478.052685
335,2016-09-16,09:15:00.000,488.327239
335,2016-09-16,09:30:00.000,488.327239
335,2016-09-16,09:45:00.000,467.77813
335,2016-09-16,10:00:00.000,478.052685
335,2016-09-16,10:15:00.000,472.915407
335,2016-09-16,10:30:00.000,472.915407
335,2016-09-16,10:45:00.000,488.327239
335,2016-09-16,11:00:00.000,483.189962
335,2016-09-16,11:15:00.000,467.77813
335,2016-09-16,11:30:00.000,452.366298
335,2016-09-16,11:45:00.000,462.640853
335,2016-09-16,12:00:00.000,457.503575
335,2016-09-16,12:15:00.000,462.640853
335,2016-09-16,12:30:00.000,478.052685
335,2016-09-16,12:45:00.000,478.052685
335,2016-09-16,13:00:00.000,478.052685
335,2016-09-16,13:15:00.000,478.052685
335,2016-09-16,13:30:00.000,467.77813
335,2016-09-16,13:45:00.000,467.77813
335,2016-09-16,14:00:00.000,467.77813
335,2016-09-16,14:15:00.000,467.77813
335,2016-09-16,14:30:00.000,457.503575
335,2016-09-16,14:45:00.000,472.915407
335,2016-09-16,15:00:00.000,462.640853
335,2016-09-16,15:15:00.000,457.503575
335,2016-09-16,15:30:00.000,447.229021
335,2016-09-16,15:45:00.000,493.464517
335,2016-09-16,16:00:00.000,462.640853
335,2016-09-16,16:15:00.000,416.405357
335,2016-09-16,16:30:00.000,395.856248
335,2016-09-16,16:45:00.000,380.444416
335,2016-09-16,17:00:00.000,375.307138
335,2016-09-16,17:15:00.000,380.444416
